source,sentiment_label,engagement,text,has_action_keywords,date_parsed
tiktok,Positif,41.0,itu trguran dari tuhan agar amanh jabatan di gunakan dengan baik,False,2026-01-07 09:08:47
instagram,Netral,41.0,BoikotGerindraPKBPANGolkar2029,False,2026-01-01 13:37:46
instagram,Negatif,41.0,Orba jilid 2?,False,2025-12-29 08:09:20
tiktok,Positif,41.0,This is 💯% Keng…..,False,2025-11-14 04:54:27
tiktok,Netral,41.0,"jika di pilih dprd ,apakah nanti setiap calon tidak akan menyogok anggota dprd ?",False,2025-12-30 19:35:26
tiktok,Negatif,41.0,bsok KLO nyalon pilih lagi gaes,False,2025-11-06 08:52:07
tiktok,Netral,41.0,En duo jag inte visste att jag behövde,False,2025-05-04 13:06:58
tiktok,Negatif,41.0,Jgn kita sampai lengah pak itu batu bara pengundul pohon itu yg di stop bukan Rimah panggung di tinggikan penyebab x yg di stop.,False,2026-01-05 22:32:28
tiktok,Netral,41.0,Trus ke mana bantuan pribadi dr Pak Prabowo sembako yg ber ton ton itu🥺😭😭,False,2025-12-24 22:46:56
tiktok,Netral,41.0,salesdp0%pandjipragiwaksono 😀,False,2026-01-06 00:05:52
tiktok,Netral,40.0,Ett av dom finaste framträdanden jag sett live!😭 minns när denna cover kom på YouTube hade helt glömt den och detta väckte ett sånt fint corememory 🥹🥹❤️,False,2025-05-02 17:55:42
tiktok,Negatif,40.0,knp anis tidak kamu tanya disitu... seolah panji orang paling pinter...,False,2026-01-04 11:54:44
tiktok,Netral,40.0,imcomingtothecottage imcomingtothecottage imcomingtothecottage,False,2025-12-31 19:29:34
tiktok,Negatif,40.0,pindah exchange luar ga sih,False,2025-12-26 11:49:58
tiktok,Positif,40.0,dia GK suka. rakyat byk yg suka .,False,2025-08-29 14:20:19
tiktok,Negatif,39.0,spill manfaat kades dong....⬇️,False,2026-01-06 22:10:19
instagram,Negatif,39.0,Berarti udah ga demokrasi lagi dong!!! Bingung gue jadi nya ama ini negara,True,2025-12-29 14:43:49
tiktok,Netral,39.0,Said ikbal ternyata Imigran Yaman,False,2026-01-08 18:54:24
facebook,Negatif,39.0,Apakah dg DPRD tidak rentan dg politik Uang...malahan mungkin akan lebih parah,False,2026-01-08 02:45:58
tiktok,Netral,39.0,We still geared up in the gulf? That’s a hop skip and jump,False,2026-01-04 23:44:21
tiktok,Positif,39.0,banteng tetep berjaya 💪,False,2026-01-08 18:43:46
tiktok,Negatif,39.0,"Jangan main cripto ygy, mending inves di saham aja",False,2025-09-28 06:30:45
tiktok,Negatif,39.0,"Wkwk padahal itu tetap harus dikonversi ke stable coin, ex usdt. Ya pada intinya sama aja pake kartu debit visa/mastercard hanya saja tabungannya dalam bentuk crypto stable coin. Belum lagi kena fee convert, fee visa, ribet mahal mending qris 🤣",True,2025-09-27 13:48:28
tiktok,Netral,39.0,pak wapres sedang kunjungan kerja d Papua ada agenda peresmian Rumah sakit pemerintah 🙏,False,2025-09-18 11:03:28
tiktok,Positif,39.0,PDIP partai paling konsisten 🤟🤟🤟,False,2026-01-01 10:43:11
tiktok,Negatif,39.0,"Buzzernya banyak bngt anjir, padhal cuma acara stand up comedy kok di seriusin, bully bully apa seh, orang isi stand upny banyak kok full pemerintah",False,2026-01-05 21:39:48
tiktok,Netral,39.0,𝙋𝙖𝙣𝙩𝙚𝙨𝙖𝙣 𝙬𝙖𝙧𝙜𝙖𝙣𝙮𝙖 𝙠𝙚𝙗𝙖𝙣𝙟𝙞𝙧𝙖𝙣 𝙠𝙤𝙠 𝙧𝙖𝙨𝙖 𝙚𝙢𝙥𝙖𝙩𝙞𝙣𝙮𝙖 𝙠𝙖𝙮𝙖 𝙤𝙜𝙖𝙝2𝙖𝙣,False,2026-01-07 12:52:59
tiktok,Positif,38.0,lucu amat ibu sherly😂😂😂😂,False,2025-12-23 11:38:44
tiktok,Negatif,38.0,Mode pahlawan? PDIP selalu sejalan dengan konstitusi dan menjaga demokrasi. Kesal boleh tapi jangan mengabaian fakta.,True,2026-01-07 07:30:16
tiktok,Negatif,38.0,"handak 5 jam kah. 5 menit kah, mun banjirnya sampe bubungan tu bahaya kai ae🤣🤣dri mobil, pekakas rmh, elektronik rusak an🤣🤣",True,2026-01-06 20:44:42
tiktok,Netral,38.0,Mexico need some freedom 😈,False,2026-01-05 00:47:53
tiktok,Netral,38.0,om wahyu manaa ee,False,2025-02-07 23:27:16
facebook,Negatif,38.0,TNI dan Polri sudah masuk bagian ....sudah jelas negeri ini akan kembali seperti jaman Soeharto yg otoriter,True,2026-01-05 03:31:56
tiktok,Netral,38.0,"Era reformasi 1998 , partai gerindra bawa kemunduran demokrasi.",True,2025-12-29 21:51:06
tiktok,Positif,38.0,hanya PDIP yg paling konsisten 🤟🔥🔥,False,2026-01-08 09:12:41
facebook,Negatif,38.0,"Gerakan rakyat Yes asal jgn gabung pdip , bersuara bersama dgn pdip dalam menegakkan keadilan iya tp jgn saling merangkul krn di tubuh pdip ada bibit2 penghancur Pancasila",True,2025-12-30 15:22:43
tiktok,Netral,38.0,kalau gini udah pasti generasi mulyono dipilih,False,2026-01-07 06:50:54
tiktok,Netral,38.0,solusiny tu nahh apa,False,2026-01-07 17:35:16
instagram,Positif,38.0,"Salut sama pdip, konsisten merawat demokrasi",True,2025-12-30 05:58:24
tiktok,Netral,37.0,tegas boleh..ttp santun dn solutif mungkin bpkny salah tpi klrgny butuh makan,False,2025-01-27 15:05:45
tiktok,Negatif,37.0,Kades mau 2 periode tdk ? 😁,False,2026-01-07 06:02:07
tiktok,Netral,37.0,sama saja nantinya para wakil juga disogok amplop dan mknil😂,False,2025-12-30 18:29:49
facebook,Negatif,37.0,"Sekarang sudah terbukti, hanya PDIP partai yg memang pro rakyat.",False,2026-01-06 22:00:54
facebook,Netral,37.0,"Anggaran besar dalam penyelenggaraan pemilihan kepala daerah (pilkada) langsung dan ongkos politik yang terus membengkak, jadi alasan politikus menggaungkan lagi usulan pilkada melalui DPRD. Hampir seluruh partai politik di parlemen mendukung gagasan tersebut. “Kalau memang [biaya politik tinggi] itu menjadi argumentasi dari pembentuk undang-undang untuk menghapus pilkada langsung menjadi tidak langsung, maka seharusnya yang diperbaiki itu adalah manajemen tata kelola tahapan pemilunya,” kata Direktur Eksekutif Perkumpulan untuk Pemilu dan Demokrasi (Perludem), Heroik Pratama, kepada Narasi. Simak penjelasan selengkapnya di video. | Narasi Daily PerludemSoalOngkosMahalPilkada NarasiDaily NarasiNewsroom JadiPaham",True,2026-01-07 07:13:07
tiktok,Negatif,37.0,"Umur sdh tua kebjakan nya menua, bisanya cuma curhat saat pidato😁",False,2026-01-07 18:46:48
tiktok,Negatif,37.0,ha ha ha.. mereka aja nggak mau lewat jalan poros 🤣,False,2026-01-07 14:01:05
tiktok,Netral,37.0,kadesnya petantang petenteng bgt sebanyak itu pada gak bawa data,False,2026-01-07 07:39:00
tiktok,Netral,37.0,PRAY for you all Rakyat Indonesia♥️semoga kalian semua dipermudahkan segala urusan. 🌹🇲🇾,False,2025-08-31 03:00:13
tiktok,Negatif,37.0,hahaha ttp produksi lah gamungkin smpek sulit ditemukan asal ada uang stok pun ada 🤣🤣🤣,False,2026-01-07 16:55:25
tiktok,Negatif,37.0,I’m sorry but Does this mean everyone income has to deduct taxes?,False,2025-08-30 22:18:16
tiktok,Netral,37.0,Jan Emanuel kung borde bli statsminister i Sverige !🫡🫡🫡,False,2025-11-25 02:32:30
tiktok,Negatif,37.0,"luar biasa KDM, semoga smkn banyak pimpinan negeri ini yg kaya' KDM dalam menanggapi kritik",False,2026-01-05 12:42:49
tiktok,Positif,37.0,Fakta memang KDM itu artis Youtube dan fakta juga sebagai gubernur KDM sangat baik dalam bekerja,False,2026-01-05 12:56:55
tiktok,Negatif,37.0,"Emang benar""bukan gubernur tapi youtuber""",False,2026-01-05 13:43:48
tiktok,Positif,37.0,"Masya Allah,sehat dan rezekinya selalu lancar bpk 💪🥹",False,2025-06-13 07:00:29
tiktok,Netral,37.0,Pak ASR menjadi Gubernur bukan utk menambah harta tp real mengabdi..,False,2026-01-01 16:54:39
tiktok,Negatif,36.0,terus... dulu ada Reformasi ngapain kelo hasilnya ky gini,False,2026-01-04 08:18:58
tiktok,Netral,36.0,"5 menitan mehadangi sidin bepandir ini, kadida dapat Point terkait solusi Banjir nya. semua orang juga tau kalau Harus hati-hati. tapi, dari kebijakaan pemerintah sendiri apa solusi nya gesan mengatasi ini :)))",True,2026-01-05 16:55:24
tiktok,Positif,36.0,"ya Allah sedih mendengar kata kata ibu, smg ibu sllu kuat hadapi kenyataan,dan takdir yg tuhan telah mengatur nya buat ibu, Al-fatihah buat almarhum pak Benny Laos 🤲😇😭",False,2025-10-11 08:06:40
tiktok,Negatif,36.0,banteng hanya buat orang yg waras...👍,False,2026-01-08 21:16:44
instagram,Positif,36.0,Orde BAU,False,2025-12-29 06:43:44
tiktok,Positif,36.0,Freedom Intensifies,False,2026-01-04 22:29:38
tiktok,Positif,36.0,"jujur, sbgai anggota DPRD saya kurang stuju jika pilkada dipilih hnya oleh DPRD.. jika untuk menghemat..mari kita pikirkan alternatif lain yg lebih murah dan efektif",False,2025-12-29 17:33:10
tiktok,Negatif,36.0,karna rakyat udh tau kebusukan pemerintah kwk,False,2025-12-07 17:08:13
tiktok,Netral,36.0,Prbwo mulai menggunakan Kekuasaan nya untuk mau berkuasa layaknya Suharto,False,2026-01-07 12:40:18
facebook,Netral,36.0,"Apakah kalian setuju hak suara memilih presiden,gubernur/wali kota/bupati dikembalikan ke DPRD? Wacana perubahan mekanisme pemilihan kepala daerah (pilkada) dari pemilihan langsung kembali ke tangan DPRD memicu perdebatan hangat di parlemen. Usulan yang berawal dari Rapimnas Partai Golkar 2025 ini mendapatkan respons beragam dari delapan partai politik yang memiliki kursi di DPR RI. Hingga Kamis (8/1/2026), mayoritas partai di koalisi pemerintah cenderung mendukung usulan tersebut dengan alasan efisiensi, sementara partai oposisi memberikan catatan kritis mengenai keterlibatan rakyat. Setidaknya sudah 6 partai secara terbuka menyatakan dukungan atau mempertimbangkan serius opsi pemilihan melalui DPRD. Yakni Golkar, Gerindra, Nasdem, PKB, PAN, dan Demokrat. Untuk PKS masih melakukan kajian. Sementara PDI Perjuangan tegas menolak wacana tersebut. Partai Politik sudah setuju Pilkada lewat DPRD demi efisiensi anggaran dan alasan-alasan lainnya.",True,2026-01-08 13:13:57
threads,Negatif,36.0,"betul sekali, daerah lebih tepat di pimpin lulusan pemerintahan daripada orang politik, makin ngaco dan amburadul negeri ini",False,2026-01-02 14:21:15
tiktok,Negatif,36.0,"wahai sodaraku di Aceh, lambatnya bantuan krn akses jalan terputus.. kata2 'tidak butuh bantuan pusat' inilah yg mendatangkan murka Allaah. bersabarlah.. bantuan pasti datang",True,2025-12-25 09:07:04
tiktok,Negatif,36.0,bagus sih biar gak ada suap menyuap masyarakat 🙄,False,2026-01-06 16:09:30
tiktok,Netral,36.0,Gerindra ini cukup satu priode,False,2026-01-01 12:03:50
tiktok,Negatif,36.0,"Mending sekalian di tunjuk langsung oleh presiden.. Biar klo ada yg nakal, bisa langsung di pecat. Sama seperti camat yg di tunjuk bupati/walikota.",False,2025-12-29 15:05:11
tiktok,Negatif,36.0,"Jambi bukan milik pribadi, Jambi milik rakyat, siapapun pemimpin yg tidak berpihak ke rakyat harus di adili oleh rakyat 🙏🙏",True,2025-09-15 01:21:13
facebook,Netral,36.0,Jangan pilih partai yang menyetujui pilkada lewat DPRD,False,2026-01-04 10:17:56
tiktok,Negatif,36.0,Makin kental KKN dan makin kuat sirkel mereka,False,2026-01-08 11:13:38
tiktok,Netral,36.0,"Inya yg bapander, aku yg supan😳",False,2026-01-07 16:27:14
tiktok,Negatif,35.0,Anggota DPRD ini perlu diragukan dedikasinya terhadap Negara dan SDM nya karena menghambat mencerdaskan kehidupan bangsa... tolong konstituen dan pengusungnya ingat orang ini,False,2025-10-16 03:27:58
tiktok,Negatif,35.0,gktau lagi mau ngomong apa soal negara ini,False,2026-01-06 09:59:02
tiktok,Positif,35.0,Reform all the way,False,2025-12-18 02:53:48
tiktok,Positif,35.0,Horas .. Ibu Gubernur 🙏 Selamat Bertugas dan Sukses selalu (Yer 17:7) Amin,False,2025-02-07 22:31:23
tiktok,Negatif,35.0,stress njir 200m😭,False,2026-01-07 20:42:50
tiktok,Netral,35.0,Ini lurah & kades nya jg pinter siihhh 🔥,False,2025-11-12 20:58:59
instagram,Negatif,35.0,Makin kencang lah korup nya😂,False,2026-01-08 12:59:17
tiktok,Netral,35.0,tadinya mau sebut aura kasih..😆,False,2026-01-07 13:24:44
tiktok,Positif,35.0,"Créer de l’emploi, c’est bien de parler mais créez des infrastructures qui pourraient accueillir les étudiants. Des partenariats avec les autres pays. Facilitez l’accès aux études, et gratuitement. Et surtout mettez en place un vrai système de santé. Pas que en bénéfice au plus riche..",False,2025-07-16 21:02:06
tiktok,Netral,35.0,This is how I was feeling last year about this time. Then the floor dropped out,False,2025-10-23 06:55:34
tiktok,Netral,35.0,"Kalau terjadi voteing, Koalisi KIM Plus pasti menang, tapi PDIP akan memenangkan hati rakyat, percayalah👍",False,2026-01-06 22:29:41
tiktok,Netral,35.0,có vậy thôi cũng khoe. thế được quỳ như thế có ra viếng thăm Nghĩa Trang Liệt Sĩ chưa. nhờ ai mà boay được quỳ như thế,False,2025-10-09 19:46:53
facebook,Positif,35.0,Kebangkitan rezim orba mulai dari berkumpulnya partai2 di KiM+ ....mantap konsisten bersama rakyat pdip🤟🤟🤟🤟🤟,False,2026-01-07 01:55:12
tiktok,Netral,35.0,"aku beli emas tahun 2022 7 gram 6.7 jt, desember 2025 jual karna patah dapet 14.7 jt",False,2026-01-07 19:29:33
tiktok,Negatif,35.0,"kenapa biar di pilih DPR, biar nurut dan bisa mereka setir",False,2025-09-11 20:27:55
tiktok,Netral,35.0,I don't need a tank,False,2025-11-02 17:04:37
instagram,Netral,35.0,Menteri2 dtunjuk oleh rakyat👏😍,False,2025-12-31 12:45:45
tiktok,Negatif,35.0,"Alhamdulillah, saya gak pernah suka Panji.",False,2026-01-05 15:34:39
tiktok,Netral,35.0,"this edit should go viral,like yessss the visual familyyyy 😭",False,2026-01-03 18:53:39
tiktok,Netral,34.0,Chúa là người toàn năng sao chỗ chúa đang ở và được các con cầu nguyện sao vẫn ngập vậy Thế toàn năng ở chỗ nào,False,2025-09-06 14:08:34
tiktok,Negatif,34.0,kalau di video ini sepertinya Panji gak menilai kinerja...kalau gak salah lihat..tapi Bapak KDM malah cerita kinerja...koreksi kalau komen saya salah,False,2026-01-04 11:25:05
instagram,Positif,34.0,yg selalu main aman t si orange,False,2025-12-31 13:02:19
tiktok,Negatif,34.0,kaum muda yang tegas menolak pilihan melalui DPRD.,True,2026-01-06 20:46:48
tiktok,Netral,34.0,"GK akan pernah bisa crypto jadi alat pembayaran di RI, pegang kata gw",False,2025-09-25 22:15:51
facebook,Positif,34.0,PDIP mantap partai No 1 Merdeka!,False,2026-01-07 01:33:32
tiktok,Netral,34.0,pilihannya a lwn b ja smlm,False,2026-01-08 08:01:55
tiktok,Netral,34.0,kebutuhan publik apa kebutuhan saku😏,False,2026-01-06 16:20:34
tiktok,Negatif,34.0,pendapat pribadi sy justru DPR dan DPR d nya tidak berkualitas sama dengan Mentri Mentri gak ada yg berkualitas,False,2025-07-30 18:27:28
instagram,Negatif,34.0,"Benar.. nanti bisa jd 32th sperti Soeharto bahkan lebih & Jokowi sdh mencoba 3 periode tp gagal, rakyat hrs tahu ini.",False,2025-12-29 11:44:04
tiktok,Negatif,34.0,"ayo kt berdoa bersama agar dpt gubernur macam ini adil dan merata setiap provinsi😅 ""pak kades hati2 yg anda lawan adalah ibu2 jgn mcm2"" bnr2 pengadilan terbuka inimah bnr bu jgn smpai yg dpt blt cm keluarga kadesnya aja🫣😂",False,2026-01-07 05:10:00
tiktok,Negatif,34.0,"Tiket mahal, mending ke soetta… pembangunannya apa gak memperhatikan faktor nilai tambah kertajati dibanding soetta ?",False,2025-01-16 19:25:04
tiktok,Netral,34.0,bcweee minn,False,2026-01-07 14:30:59
tiktok,Negatif,34.0,Tolak !!,True,2025-12-29 19:48:46
tiktok,Netral,34.0,adakan tes seperti kependidikan biar mutu petinggi lebih dan lebih,False,2025-11-29 07:25:02
tiktok,Positif,34.0,saya sangat setuju pilkada lewat DPRD,False,2026-01-08 20:04:19
tiktok,Negatif,34.0,cukup sekali jadi gubenur dak kan ku pileh agik...,False,2026-01-05 23:04:38
tiktok,Netral,34.0,"andami pa kasing binabago, okay naman last year",False,2026-01-05 21:56:37
facebook,Negatif,34.0,"Memang mahal biaya pilkada, tapi mengingat kualitas ""Perwakilan"" kita disana saat ini, kayanya malah makin hancur klo diserahkan ke mereka....mending kasih test yg susah, utk menjaring pimpinan yg berkualitas, bukan asal populer n menang duit, buka jalur independen, tanpa harus lewat partai... Sistem partai bikin para pemimpin ""berhutang"" , ujung2nya jadi boneka partai",True,2025-12-31 11:50:08
tiktok,Negatif,34.0,salah pilih masyarakat Riau pilih gubernur,False,2025-11-05 18:40:12
tiktok,Netral,33.0,kyaknya persiapan buat pemenangan gibran 2029..semua sdh di siapin undang2 nya termasuk rakyat gk boleh kritik penjabat dn pemilhan presiden lewat dpr bukan lgi rakyat yg pilih..😂😂😂,False,2026-01-05 12:40:33
instagram,Positif,33.0,Kaum 58% pasti bangga.,False,2025-12-30 04:37:15
facebook,Netral,33.0,Hak pilih rakyat kembali diperdebatkan. Pilkada lewat DPRD menguat di akhir 2025. Golkar & Gerindra sepakat. PDIP tegas menolak. Demokrasi lokal di persimpangan. Setuju atau tidak? 👇 Pilkada Demokrasi sulawesiutara sulut,True,2025-12-30 14:11:24
tiktok,Netral,33.0,emng ya RK lg trknl dn booming🤪,False,2026-01-07 14:38:26
tiktok,Netral,33.0,Andovi ada niat nuntut Abah Anis GK waktu JD gubernur DKI 🤔🤔,False,2025-09-04 17:31:58
tiktok,Netral,33.0,"Get MAGA out of any typebof election. MAGA is not working , people are tired.",False,2025-10-24 04:32:58
tiktok,Negatif,33.0,"aduh kacau, ank milenial aja masih minim pemahaman, krna dikonoha budaya anak muda itu maen Game.",True,2025-11-06 18:41:49
tiktok,Negatif,33.0,bukan hanya diguru tapi nakes juga 😩,False,2026-01-05 21:29:30
tiktok,Netral,33.0,"knp hrus nunggu wartawan baru bergerak pak🥺, seharus nya sebagai gubernur bapak lebih tau bgaimana kondisi masyarakat🥺",True,2026-01-07 12:58:16
facebook,Netral,33.0,Ada yang ngotot mau Pilkada lewat DPRD nih.,False,2025-12-29 12:05:03
tiktok,Netral,33.0,"realita di lapangan setiap UMP naik, para pengusaha mau tidak mau akan melakukan pengurangan karyawan untuk menyesuaikan UMP..",False,2026-01-08 17:11:09
tiktok,Netral,33.0,jgn begitu pak gubernur..Ingat suara kemenangan Bapak terbesar itu berasal dari TANAH LUWU RAYA...terutama Luwu dan Luwu Timur,False,2026-01-04 11:25:09
tiktok,Netral,33.0,"Congratulations VA, join the rest of the Blue Governor's in the fight💙💙💙💙",False,2025-10-24 12:23:17
tiktok,Positif,33.0,kerenn bngettt 😎🤩,False,2026-01-01 20:56:34
tiktok,Negatif,33.0,"beli dmn si kok 2,5 dsni kok 3jt an",False,2026-01-07 16:02:02
tiktok,Negatif,33.0,pak wali nya lagi sibuk molor😂,False,2025-12-19 06:22:22
facebook,Positif,33.0,Rakyat siap trn jln🙋🙋,False,2026-01-07 07:22:46
tiktok,Negatif,33.0,zodiac beliau apa guys curiga aries😂,False,2025-09-14 11:35:39
tiktok,Negatif,33.0,biaya mahal 5 THN sekali bandingin dgn hutang whoosh tiap bulannya ?,False,2026-01-06 14:49:08
tiktok,Negatif,33.0,3 provinsi yg kenak bencana cuma gubenur aceh sama wagud sumbar yg sibuk urus masyarakat nya,False,2025-12-14 14:41:45
tiktok,Netral,33.0,KEBANYAKAN TIDUR GUBERNUR BANTEN,False,2025-11-07 09:56:29
tiktok,Netral,33.0,ttp dukung partai yang mendukung pilkada langsung,False,2026-01-01 20:17:57
facebook,Netral,33.0,"Sekretaris Jenderal Partai Golkar, M. Sarmuji, menyampaikan pandangan terkait wacana mekanisme pemilihan kepala daerah. Beliau menawarkan sebuah “Desain Baru” di mana pemilihan melalui DPRD tetap mengadopsi elemen-elemen positif dari sistem Pilkada langsung. Langkah ini bertujuan untuk mencari formula demokrasi terbaik yang efektif dan tetap aspiratif. PartaiGolkar FraksiGolkar GolkarIndonesia GolonganKarya Golkar",True,2026-01-08 10:28:37
tiktok,Negatif,32.0,tak masuk logika😃,False,2026-01-07 21:31:07
tiktok,Netral,32.0,Rick Grimes : I have two eyes The Governor :,False,2025-10-28 17:38:13
tiktok,Netral,32.0,haraw tambah becamuh kai penjelasan pian😒😭😭,False,2026-01-06 19:23:12
tiktok,Netral,32.0,aku setuju ibu jadi gubernur sepanjang masa... tp sebagai review makan mohon maaf ibu ngak dulu d😭🤣,False,2025-12-23 18:46:28
tiktok,Negatif,32.0,aku aja kah yo yang sakit kepala mearti akan penderan sidin ni😪😪😪,False,2026-01-06 18:20:49
tiktok,Negatif,32.0,"emang PDIP yg selalu menjaga Konstitusi, nggak perduli dari lawan dari kapanpun kalau gak sesuai dilawan, contohnya waktu Jokowi minta 3 periode cuma bu Mega yg gak mau",True,2026-01-07 06:52:03
facebook,Netral,32.0,"Rame2 tolak PilKaDa lewat DPRD,Biaya pilkada membengkak bukan krn mekanisme melainkan perilaku pelaku2 politik di Negeri ini.",True,2026-01-04 10:23:13
tiktok,Netral,32.0,Demokrat takut AHY di pecat jadi menteri 🤣🤣,True,2026-01-07 17:26:11
tiktok,Negatif,32.0,"sehat2 yah mas wapres, aku rela disiram pake air cuci piring hanya Krn mencoblos dirimu di TPS ku saat itu",False,2026-01-02 17:21:58
tiktok,Netral,32.0,Murat du musst das jetzt machen beim HSV 🤣,False,2026-01-02 20:46:07
tiktok,Netral,32.0,"selamat ibu gubernur dan bapak wakil gubernur Maluku Utara, semoga amanah dalam menjalankan tugas dan tanggung jawab. selamat jalan bapak benny Laos.🥰",False,2025-02-08 09:48:38
tiktok,Negatif,32.0,"heran jg setiap ada rombongan pejabat lewat djln semua pada NGEBUT, kalo emang waktunya mepet kenapa gak dr kemarenny berangkat.. rakyat yg lewat disuruh minggir kalo bisa masuk dlm got😳😳😳",False,2026-01-07 13:54:30
tiktok,Negatif,32.0,3 jam bisa surut kadeda rumusnya..... KALO 3 hari ya Mungkin lah,False,2026-01-06 18:40:49
tiktok,Negatif,32.0,"kada paham unda ngapa jar sidin ngitu, bapandir sambil titikan liur",False,2026-01-06 21:55:23
tiktok,Negatif,32.0,saya lbih stuju di pilih zama rakyat kalo sama DPR bisa di bli kaya duluu DPR nya bisa di beli miliaran,False,2026-01-02 09:33:11
instagram,Netral,32.0,"Presiden pilihan langsung Rakyat , Gubernur ditunjuk presiden Bupati /walikota pilihan Dprd udah benerr ituuu 👏👏",False,2025-12-22 13:32:35
tiktok,Negatif,32.0,"se7,indramayu masi bnyak jalan rusak",False,2026-01-07 21:12:59
instagram,Negatif,32.0,kok chanel tempo di youtube hilang,False,2025-12-10 01:22:31
tiktok,Negatif,32.0,"pas liat video sebelah, ternyata si bapak yang ngotot itu yang sewain lahan itu, bukan dia yg sewa ke pjt",False,2025-11-12 11:59:20
instagram,Negatif,32.0,"Kali ini gua lebih mendukung PDI-P,,, selebihnya sama saja,,,",False,2026-01-07 01:05:10
tiktok,Netral,32.0,pami tiasa mah audit dana desa seluruh Jawa barat,False,2026-01-04 21:22:53
tiktok,Netral,31.0,US paying Cuba millions per year for that small land. Why complain?,False,2026-01-05 03:46:45
instagram,Negatif,31.0,mui ngurusin politik jg yg lainnya...???,False,2026-01-07 07:42:29
tiktok,Positif,31.0,"Yg saya salut, cara beliau berkomunikasi dengan rakyat kecil sangat2 luwes ✌😭 gak ada sekat",False,2025-09-19 07:56:33
tiktok,Netral,31.0,"Mending husein, kalau mau kembangkan kertajati minimal ada feeder kaya whoosh.",False,2025-01-19 00:23:22
facebook,Negatif,31.0,"Gak ada harapan buat jadi dominan di tahun mendatang, jadi pake cara menjegal demokrasi langsung. Yg aparat dimakmurin dikasih jabatan biar gak dikudeta, yg warga dikasih ampas plus kena damprat aparat kayak kasus mbg kemarin😂",True,2025-12-31 11:16:09
tiktok,Netral,31.0,"perangkat desa yo kudune podo wae,ben ora asal ditunjuk karo petinggine",False,2025-11-29 08:56:29
tiktok,Negatif,31.0,"percuma mbak, kagak nyambung 😁😁😁 yg di tanya apa ? jawab nya apa ?",False,2025-12-17 20:37:47
instagram,Negatif,31.0,Gak aneh partai demokrat dari dulu juga plin-plan.,True,2026-01-06 11:02:00
facebook,Positif,31.0,"Cuma PDIP yg nggak setuju??? MANTAP BANG,AKU DUKUNG KAU PDIP👍",False,2026-01-07 14:04:19
tiktok,Negatif,31.0,siapapun presidennya asal jangan Anies/puan,False,2025-12-30 14:10:38
facebook,Negatif,31.0,"KALAU RAKYAT KOMPAK DAN MENGERTI SOAL TATA NEGARA, KOMPAK JANGAN PILIH DPRD/DPRD !!",False,2026-01-07 12:31:17
tiktok,Negatif,31.0,Quelles sont les dispositions qui sont prises au Gabon pour inciter nos enfants à revenir ? Le travail est pour ceux qui ont les parents haut placés !,False,2025-07-17 03:44:45
tiktok,Netral,31.0,USA and isreal the territories countries,False,2026-01-04 16:04:44
tiktok,Negatif,31.0,"Waduuhh.. Gimana nih pak Wali, mau cari celah malah jatuh sendiri..😁😁😁",False,2025-12-19 07:56:35
tiktok,Negatif,31.0,dia anggap pada gak kenal makanya seceria itu 😂,False,2026-01-07 17:44:39
tiktok,Positif,31.0,Dia cocok main drakor genre komedi wkwk,False,2026-01-07 16:32:49
instagram,Negatif,31.0,Baru berkuasa udah aneh aneh😂,False,2025-12-29 14:57:22
tiktok,Negatif,31.0,Kalo mau negur pake kamera profesional nah baru ditanggepin mas. Klo cuma kamera hp aj mah emoh,False,2025-06-03 07:59:24
tiktok,Netral,31.0,vibes word cup 😭,False,2026-01-06 10:43:05
facebook,Netral,31.0,"Kalau saya, kepala daerah bahkan presiden, ataupun pejabat lainnya, harus melalui tes akademik, seperti CPNS. Biar yg terpilih orang yg punya kompetensi.",True,2026-01-07 13:45:11
tiktok,Negatif,31.0,jangnn kan kasus gratifikasi tambang yg salah kirim duit tu aja masih kd masuk di akal om ae 🤣..sudah gin 🗿,False,2026-01-07 16:49:58
instagram,Positif,30.0,PDIP pro rakyat,False,2026-01-06 14:19:04
tiktok,Netral,30.0,Janne for president,False,2025-11-25 02:10:38
tiktok,Positif,30.0,Jawa Barat berlian d mata dunia,False,2026-01-07 09:57:42
instagram,Netral,30.0,Antisipasi golput atau agenda seseorang ??,False,2026-01-06 07:42:36
instagram,Positif,30.0,"Waktu pimpinan beliau jalan samuda bagandung ini bagus bgt di perbaiki hujung ke hujung , paling ingat bgt sama pimpinan beliau . Setelah sekarang ini jalanan kaya sungai njir",False,2026-01-07 12:27:18
tiktok,Negatif,30.0,"hadeuh, gerindra lagi gerindra lagi",False,2025-12-30 16:48:19
tiktok,Negatif,30.0,lawas kah lg pemilu yo.. 😭😭,False,2026-01-07 18:05:17
tiktok,Netral,30.0,2029 saya tdk akan pilih Gerindra lagi,False,2025-12-29 22:36:21
tiktok,Negatif,30.0,kamu gajinya dari mana pak,False,2026-01-08 17:10:04
tiktok,Netral,30.0,saddam hussein versi Indonesia,False,2025-12-14 16:26:18
tiktok,Netral,30.0,tuhan tolong lindungi ibu ini 😭🙏🏻,False,2025-10-17 19:16:02
